PACKAGE,ELAPSED_TIME,HOUR_GPS,MIN_GPS,SEC_GPS,CENT_GPS,HOUR_PC,MIN_PC,SEC_PC,CENT_PC,VEL_RODA,ROTACAO,TEMP,FLUIDO,AX,AY,AZ,ROLL,PITCH,HEADING,LAT,LON,ALT,VEL_GPS,SAT,HDOP,RSSI,CHECKSUM
0,500,15,5,48,65,12,5,49,63.6191,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,238,139
1,1000,15,5,49,0,12,5,50,13.8937,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,239,66
2,1500,15,5,50,0,12,5,50,63.6583,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,238,58
3,2000,15,5,50,0,12,5,51,14.7208,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,239,49
4,2500,15,5,51,0,12,5,51,64.3908,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,239,41
5,3000,15,5,51,0,12,5,52,13.8483,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,239,32
6,3500,15,5,52,0,12,5,52,63.6817,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,240,24
7,4000,15,5,52,0,12,5,53,14.3683,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,7,207,239,214
8,4500,15,5,53,0,12,5,53,64.1537,18,0.0,0,0,0,0,0,0,0,0,-202654075,-402626571,0,18,7,207,239,87
9,5000,15,5,53,0,12,5,54,13.5265,18,0.0,0,0,0,0,0,0,0,0,-202654075,-402626571,81,18,10,141,239,96
10,5500,15,5,54,0,12,5,54,64.5043,266,0.0,0,0,0,0,0,0,0,0,-202653865,-402626533,81,266,10,141,238,68
11,6000,15,5,54,0,12,5,55,14.9816,266,0.0,0,0,0,0,0,0,0,0,-202653865,-402626533,141,266,10,141,239,119
12,6500,15,5,55,0,12,5,55,63.7272,209,0.0,0,0,0,0,0,0,0,0,-202653827,-402626495,141,209,10,141,240,71
13,7000,15,5,55,0,12,5,56,14.5824,209,0.0,0,0,0,0,0,0,0,0,-202653827,-402626495,133,209,10,84,240,253
14,7500,15,5,56,0,12,5,56,64.3593,253,0.0,0,0,0,0,0,0,0,0,-202653846,-402626457,133,253,10,84,240,96
15,8000,15,5,56,0,12,5,57,14.1224,253,0.0,0,0,0,0,0,0,0,0,-202653846,-402626457,126,253,10,84,240,80
16,8500,15,5,57,0,12,5,57,63.8001,262,0.0,0,0,0,0,0,0,0,0,-202653827,-402626457,126,262,10,84,240,111
17,9000,15,5,57,0,12,5,58,13.49,262,0.0,0,0,0,0,0,0,0,0,-202653827,-402626457,131,262,10,84,240,107
18,9500,15,5,58,0,12,5,58,64.4065,272,0.0,0,0,0,0,0,0,0,0,-202653846,-402626457,131,272,10,84,239,100
19,10000,15,5,58,0,12,5,59,13.9077,272,0.0,0,0,0,0,0,0,0,0,-202653846,-402626457,135,272,10,84,241,95
20,10500,15,5,59,0,12,5,59,64.8863,242,0.0,0,0,0,0,0,0,0,0,-202653827,-402626457,135,242,10,84,240,44
21,11000,15,5,59,0,12,6,0,14.2742,242,0.0,0,0,0,0,0,0,0,0,-202653827,-402626457,135,242,11,84,241,35
22,11500,15,6,0,0,12,6,0,63.8448,211,0.0,0,0,0,0,0,0,0,0,-202653846,-402626495,135,211,11,84,240,105
23,12000,15,6,0,0,12,6,1,14.8415,211,0.0,0,0,0,0,0,0,0,0,-202653846,-402626495,131,211,11,84,240,92
24,12500,15,6,1,0,12,6,1,64.2094,98,0.0,0,0,0,0,0,0,0,0,-202653865,-402626495,131,98,11,84,241,95
25,13000,15,6,1,0,12,6,2,13.685,98,0.0,0,0,0,0,0,0,0,0,-202653865,-402626495,128,98,10,84,240,82
26,13500,15,6,2,0,12,6,2,64.6608,281,0.0,0,0,0,0,0,0,0,0,-202653884,-402626457,128,281,10,84,241,205
27,14000,15,6,2,0,12,6,3,14.7798,281,0.0,0,0,0,0,0,0,0,0,-202653884,-402626457,143,281,11,84,241,212
28,14500,15,6,3,0,12,6,3,64.1104,79,0.0,0,0,0,0,0,0,0,0,-202653903,-402626457,143,79,11,84,241,35
29,15000,15,6,3,0,12,6,4,13.5343,79,0.0,0,0,0,0,0,0,0,0,-202653903,-402626457,148,79,10,89,241,35
30,15500,15,6,4,0,12,6,4,64.8062,74,0.0,0,0,0,0,0,0,0,0,-202653903,-402626457,148,74,10,89,240,17
31,16000,15,6,4,0,12,6,5,14.4347,74,0.0,0,0,0,0,0,0,0,0,-202653903,-402626457,155,74,10,89,240,15
32,16500,15,6,5,0,12,6,5,64.1461,103,0.0,0,0,0,0,0,0,0,0,-202653923,-402626457,155,103,10,89,241,45
