PACKAGE,ELAPSED_TIME,HOUR_GPS,MIN_GPS,SEC_GPS,CENT_GPS,HOUR_PC,MIN_PC,SEC_PC,CENT_PC,LATENCIA,VEL_RODA,ROTACAO,TEMP,FLUIDO,AX,AY,AZ,ROLL,PITCH,HEADING,LAT,LON,ALT,VEL_GPS,SAT,HDOP,RSSI,CHECKSUM
25,48812,20,0,57,0,17,0,58,60.4846,0.5470000000204891,1372,0.0,0,0,0,0,0,0,0,0,-202399578,-402806663,-5,1372,9,90,171,30
26,49968,20,0,59,0,17,0,59,75.6488,0.5389999999897555,1955,0.0,0,0,0,0,0,0,0,0,-202400512,-402806625,-2,1955,9,90,169,188
27,51124,20,1,0,0,17,1,0,91.2715,0.5389999999897555,2018,0.0,0,0,0,0,0,0,0,0,-202401008,-402806587,1,2018,9,90,176,193
28,52279,20,1,1,0,17,1,2,8.3282,0.5464999999967404,2113,0.0,0,0,0,0,0,0,0,0,-202401542,-402806587,4,2113,9,90,177,245
29,53435,20,1,2,0,17,1,3,23.953,0.5470000000204891,2392,0.0,0,0,0,0,0,0,0,0,-202402114,-402806587,8,2392,9,90,170,117
30,54591,20,1,3,0,17,1,4,38.2451,0.5389999999897555,2576,0.0,0,0,0,0,0,0,0,0,-202402763,-402806587,11,2576,9,90,172,234
31,55747,20,1,4,0,17,1,5,54.3221,0.5389999999897555,2790,0.0,0,0,0,0,0,0,0,0,-202403450,-402806587,12,2790,9,104,174,125
32,56902,20,1,6,0,17,1,6,70.1897,0.5469999999622814,2979,0.0,0,0,0,0,0,0,0,0,-202404937,-402806510,15,2979,9,104,169,0
33,58058,20,1,7,0,17,1,7,85.8156,0.5470000000204891,2992,0.0,0,0,0,0,0,0,0,0,-202405681,-402806434,18,2992,9,104,170,8
35,69391,20,1,18,0,17,1,19,19.3573,0.5549999999930151,3278,0.0,0,0,0,0,0,0,0,0,-202414112,-402804985,24,3278,9,104,190,107
36,70547,20,1,19,0,17,1,20,35.0728,0.5470000000204891,3409,0.0,0,0,0,0,0,0,0,0,-202414913,-402805290,27,3409,9,104,182,169
37,71702,20,1,20,0,17,1,21,49.3251,0.5395000000135042,3537,0.0,0,0,0,0,0,0,0,0,-202415695,-402805747,24,3537,9,104,182,85
38,72858,20,1,22,0,17,1,22,64.9502,0.5389999999897555,3844,0.0,0,0,0,0,0,0,0,0,-202417354,-402806777,17,3844,9,104,167,184
39,74014,20,1,23,0,17,1,23,80.9719,0.5389999999897555,4070,0.0,0,0,0,0,0,0,0,0,-202418231,-402807312,20,4070,9,90,181,113
40,75170,20,1,24,0,17,1,24,96.4024,0.5464999999967404,4191,0.0,0,0,0,0,0,0,0,0,-202419147,-402807884,18,4191,9,90,177,24
41,76326,20,1,25,0,17,1,26,12.2392,0.5395000000135042,4231,0.0,0,0,0,0,0,0,0,0,-202420063,-402808456,17,4231,9,104,180,42
42,77481,20,1,26,0,17,1,27,27.8645,0.5469999999622814,4470,0.0,0,0,0,0,0,0,0,0,-202421016,-402809066,17,4470,9,104,180,114
43,78637,20,1,27,0,17,1,28,43.2655,0.5389999999897555,4667,0.0,0,0,0,0,0,0,0,0,-202422008,-402809677,17,4667,9,104,178,64
44,79793,20,1,28,0,17,1,29,59.8523,0.5464999999967404,4854,0.0,0,0,0,0,0,0,0,0,-202423057,-402810363,16,4854,9,104,169,113
45,80949,20,1,30,0,17,1,30,74.7554,0.5395000000135042,4854,0.0,0,0,0,0,0,0,0,0,-202425155,-402811660,17,4854,9,90,170,159
46,82105,20,1,31,0,17,1,31,90.2613,0.5469999999622814,4991,0.0,0,0,0,0,0,0,0,0,-202426242,-402812347,15,4991,10,90,179,72
47,83262,20,1,32,0,17,1,33,6.7538,0.5469999999622814,4933,0.0,0,0,0,0,0,0,0,0,-202427291,-402813034,11,4933,10,104,175,155
48,84418,20,1,33,0,17,1,34,20.8169,0.5389999999897555,4981,0.0,0,0,0,0,0,0,0,0,-202428359,-402813720,12,4981,10,104,173,165
49,85574,20,1,34,0,17,1,35,36.3982,0.5315000000409782,5054,0.0,0,0,0,0,0,0,0,0,-202429447,-402814407,12,5054,10,104,172,204
50,86729,20,1,35,0,17,1,36,52.0212,0.5389999999897555,5183,0.0,0,0,0,0,0,0,0,0,-202430553,-402815093,11,5183,10,90,173,67
51,87885,20,1,37,0,17,1,37,67.5954,0.5309999999590218,5146,0.0,0,0,0,0,0,0,0,0,-202432804,-402816543,8,5146,10,90,177,254
52,89041,20,1,38,0,17,1,38,83.2195,0.5389999999897555,5180,0.0,0,0,0,0,0,0,0,0,-202433910,-402817230,1,5180,10,90,178,190
53,90196,20,1,39,0,17,1,39,98.8385,0.5315000000409782,5215,0.0,0,0,0,0,0,0,0,0,-202435035,-402817955,-1,5215,10,90,177,74
54,91352,20,1,40,0,17,1,41,14.4627,0.5389999999897555,5209,0.0,0,0,0,0,0,0,0,0,-202436161,-402818679,-2,5209,10,90,176,133
55,92509,20,1,41,0,17,1,42,30.0594,0.5309999999590218,5215,0.0,0,0,0,0,0,0,0,0,-202437267,-402819404,-1,5215,10,90,176,240
56,93665,20,1,42,0,17,1,43,45.603,0.5389999999897555,5224,0.0,0,0,0,0,0,0,0,0,-202438373,-402820129,-3,5224,10,90,172,92
57,94821,20,1,43,0,17,1,44,62.471,0.5395000000135042,5211,0.0,0,0,0,0,0,0,0,0,-202439498,-402820854,-6,5211,10,90,174,137
58,95977,20,1,45,0,17,1,45,78.0962,0.5469999999622814,5042,0.0,0,0,0,0,0,0,0,0,-202441673,-402822303,-4,5042,10,92,174,141
59,97133,20,1,46,0,17,1,46,93.7554,0.5470000000204891,4937,0.0,0,0,0,0,0,0,0,0,-202442722,-402822990,-4,4937,10,90,173,117
60,98291,20,1,47,0,17,1,48,9.3806,0.5464999999967404,4831,0.0,0,0,0,0,0,0,0,0,-202443771,-402823677,-4,4831,10,90,171,93
61,99447,20,1,48,0,17,1,49,24.918,0.5470000000204891,4787,0.0,0,0,0,0,0,0,0,0,-202444801,-402824363,-1,4787,10,90,171,215
62,100603,20,1,49,0,17,1,50,40.5425,0.5469999999622814,4770,0.0,0,0,0,0,0,0,0,0,-202445812,-402825012,2,4770,10,90,172,193
63,101759,20,1,50,0,17,1,51,55.1933,0.5470000000204891,4761,0.0,0,0,0,0,0,0,0,0,-202446823,-402825698,1,4761,10,82,171,138
64,102914,20,1,52,0,17,1,52,70.8184,0.5389999999897555,4807,0.0,0,0,0,0,0,0,0,0,-202448844,-402826995,1,4807,10,82,173,110
65,104070,20,1,53,0,17,1,53,87.2215,0.5395000000135042,4800,0.0,0,0,0,0,0,0,0,0,-202449874,-402827682,6,4800,10,82,171,51
66,105226,20,1,54,0,17,1,55,3.1911,0.5469999999622814,4809,0.0,0,0,0,0,0,0,0,0,-202450904,-402828330,4,4809,10,90,172,65
67,106382,20,1,55,0,17,1,56,17.7528,0.5470000000204891,4728,0.0,0,0,0,0,0,0,0,0,-202451915,-402828979,3,4728,10,90,171,166
68,107538,20,1,56,0,17,1,57,33.3775,0.5389999999897555,4674,0.0,0,0,0,0,0,0,0,0,-202452926,-402829627,5,4674,10,82,168,61
69,108694,20,1,57,0,17,1,58,49.922,0.5395000000135042,4618,0.0,0,0,0,0,0,0,0,0,-202453899,-402830276,12,4618,10,82,173,2
70,109850,20,1,59,0,17,1,59,64.235,0.5389999999897555,4618,0.0,0,0,0,0,0,0,0,0,-202455863,-402831573,15,4618,10,82,171,199
71,111006,20,2,0,0,17,2,0,81.0236,0.5470000000204891,4626,0.0,0,0,0,0,0,0,0,0,-202456855,-402832221,22,4626,10,82,169,190
72,112162,20,2,1,0,17,2,1,96.6466,0.5464999999967404,4620,0.0,0,0,0,0,0,0,0,0,-202457828,-402832832,27,4620,10,82,172,13
73,113318,20,2,2,0,17,2,3,10.9915,0.5390000000479631,4650,0.0,0,0,0,0,0,0,0,0,-202458820,-402833480,27,4650,10,82,166,100
74,114474,20,2,3,0,17,2,4,26.6174,0.5389999999897555,4609,0.0,0,0,0,0,0,0,0,0,-202459793,-402834129,30,4609,10,82,165,68
75,115629,20,2,4,0,17,2,5,42.6698,0.5389999999897555,4579,0.0,0,0,0,0,0,0,0,0,-202460784,-402834777,37,4579,10,82,163,40
76,116785,20,2,5,0,17,2,6,58.2952,0.5469999999622814,4587,0.0,0,0,0,0,0,0,0,0,-202461757,-402835426,39,4587,10,82,160,105
77,117941,20,2,7,0,17,2,7,74.2276,0.5549999999930151,4618,0.0,0,0,0,0,0,0,0,0,-202463722,-402836685,39,4618,10,82,162,144
78,119097,20,2,8,0,17,2,8,89.8523,0.5469999999622814,4624,0.0,0,0,0,0,0,0,0,0,-202464694,-402837333,35,4624,10,90,168,208
79,120253,20,2,9,0,17,2,10,5.2997,0.5470000000204891,4648,0.0,0,0,0,0,0,0,0,0,-202465686,-402838020,37,4648,10,82,160,238
80,121409,20,2,10,0,17,2,11,21.2195,0.5464999999967404,4635,0.0,0,0,0,0,0,0,0,0,-202466659,-402838668,37,4635,10,82,164,4
81,122564,20,2,11,0,17,2,12,36.8963,0.5470000000204891,4652,0.0,0,0,0,0,0,0,0,0,-202467651,-402839317,37,4652,10,90,163,71
83,133921,20,2,23,0,17,2,23,72.4058,0.5470000000204891,4857,0.0,0,0,0,0,0,0,0,0,-202479896,-402847404,40,4857,10,82,167,186
84,135077,20,2,24,0,17,2,24,87.8072,0.5395000000135042,4930,0.0,0,0,0,0,0,0,0,0,-202480945,-402848091,40,4930,10,82,163,9
85,136233,20,2,25,0,17,2,26,3.5982,0.5469999999622814,4955,0.0,0,0,0,0,0,0,0,0,-202481994,-402848777,41,4955,10,98,162,249
86,137388,20,2,26,0,17,2,27,19.2203,0.5470000000204891,4918,0.0,0,0,0,0,0,0,0,0,-202483062,-402849464,40,4918,10,82,162,86
87,138544,20,2,27,0,17,2,28,34.3263,0.5464999999967404,4959,0.0,0,0,0,0,0,0,0,0,-202484111,-402850151,43,4959,10,82,164,102
88,139700,20,2,28,0,17,2,29,49.9516,0.5470000000204891,4978,0.0,0,0,0,0,0,0,0,0,-202485179,-402850875,43,4978,10,82,169,15
89,140856,20,2,30,0,17,2,30,66.276,0.5544999999692664,5041,0.0,0,0,0,0,0,0,0,0,-202487316,-402852287,40,5041,10,82,166,43
90,142012,20,2,31,0,17,2,31,81.9033,0.5469999999622814,5063,0.0,0,0,0,0,0,0,0,0,-202488384,-402852973,41,5063,10,82,164,1
92,153353,20,2,42,0,17,2,43,14.5592,0.5389999999897555,5009,0.0,0,0,0,0,0,0,0,0,-202500247,-402860794,60,5009,10,82,163,255
93,154509,20,2,43,0,17,2,44,31.2901,0.5389999999897555,4972,0.0,0,0,0,0,0,0,0,0,-202501316,-402861480,65,4972,10,82,161,98
94,155664,20,2,44,0,17,2,45,46.913,0.5464999999967404,4842,0.0,0,0,0,0,0,0,0,0,-202502365,-402862167,65,4842,10,90,162,31
95,156820,20,2,45,0,17,2,46,61.6365,0.5470000000204891,4807,0.0,0,0,0,0,0,0,0,0,-202503395,-402862854,66,4807,10,90,162,168
96,157976,20,2,47,0,17,2,47,77.2847,0.5389999999897555,4830,0.0,0,0,0,0,0,0,0,0,-202505455,-402864189,70,4830,10,82,164,14
97,159132,20,2,48,0,17,2,48,93.3479,0.5389999999897555,4780,0.0,0,0,0,0,0,0,0,0,-202506484,-402864837,70,4780,10,90,163,168
98,160288,20,2,49,0,17,2,50,8.9744,0.5464999999967404,4818,0.0,0,0,0,0,0,0,0,0,-202507495,-402865524,73,4818,10,90,165,217
99,161444,20,2,50,0,17,2,51,24.3338,0.5470000000204891,4817,0.0,0,0,0,0,0,0,0,0,-202508525,-402866172,76,4817,10,82,162,200
100,162600,20,2,51,0,17,2,52,39.9583,0.5469999999622814,4835,0.0,0,0,0,0,0,0,0,0,-202509574,-402866859,79,4835,10,82,160,170
101,163755,20,2,52,0,17,2,53,55.2714,0.5470000000204891,4878,0.0,0,0,0,0,0,0,0,0,-202510623,-402867507,80,4878,10,82,166,228
102,164911,20,2,54,0,17,2,54,71.5383,0.5464999999967404,4804,0.0,0,0,0,0,0,0,0,0,-202512702,-402868843,81,4804,10,82,163,119
103,166067,20,2,55,0,17,2,55,86.577,0.5470000000204891,4804,0.0,0,0,0,0,0,0,0,0,-202513751,-402869529,81,4804,10,90,163,59
104,167222,20,2,56,0,17,2,57,2.2014,0.5469999999622814,4828,0.0,0,0,0,0,0,0,0,0,-202514801,-402870178,79,4828,10,90,164,74
105,168378,20,2,57,0,17,2,58,17.4104,0.5389999999897555,4881,0.0,0,0,0,0,0,0,0,0,-202515850,-402870826,78,4881,10,90,161,151
106,169534,20,2,58,0,17,2,59,32.977,0.5389999999897555,4980,0.0,0,0,0,0,0,0,0,0,-202516918,-402871475,78,4980,10,82,162,37
107,170690,20,2,59,0,17,3,0,48.423,0.5390000000479631,5026,0.0,0,0,0,0,0,0,0,0,-202518005,-402872123,79,5026,10,82,162,62
108,171846,20,3,0,0,17,3,1,64.0471,0.5389999999897555,5163,0.0,0,0,0,0,0,0,0,0,-202519111,-402872848,80,5163,10,82,161,116
109,173001,20,3,2,0,17,3,2,79.6785,0.5389999999897555,5248,0.0,0,0,0,0,0,0,0,0,-202521343,-402874259,85,5248,11,72,160,92
110,174157,20,3,3,0,17,3,3,95.0713,0.5389999999897555,5244,0.0,0,0,0,0,0,0,0,0,-202522468,-402874984,86,5244,11,72,162,158
111,175314,20,3,4,0,17,3,5,11.2554,0.5390000000479631,5285,0.0,0,0,0,0,0,0,0,0,-202523593,-402875709,86,5285,11,72,161,58
112,176470,20,3,5,0,17,3,6,26.8811,0.5470000000204891,5289,0.0,0,0,0,0,0,0,0,0,-202524719,-402876472,88,5289,11,72,164,102
113,177626,20,3,6,0,17,3,7,42.8733,0.554500000027474,5296,0.0,0,0,0,0,0,0,0,0,-202525844,-402877197,88,5296,11,72,164,189
114,178782,20,3,7,0,17,3,8,58.4968,0.5464999999967404,5291,0.0,0,0,0,0,0,0,0,0,-202526969,-402877922,90,5291,11,72,164,0
115,179938,20,3,9,0,17,3,9,73.8112,0.5390000000479631,5246,0.0,0,0,0,0,0,0,0,0,-202529201,-402879409,88,5246,11,72,159,153
116,181093,20,3,10,0,17,3,10,89.4369,0.5470000000204891,5243,0.0,0,0,0,0,0,0,0,0,-202530326,-402880134,90,5243,11,72,161,221
117,182249,20,3,11,0,17,3,12,5.832,0.554500000027474,5207,0.0,0,0,0,0,0,0,0,0,-202531433,-402880859,91,5207,11,72,162,241
118,183405,20,3,12,0,17,3,13,19.8946,0.5389999999897555,5226,0.0,0,0,0,0,0,0,0,0,-202532558,-402881584,93,5226,11,72,160,99
119,184561,20,3,13,0,17,3,14,35.7126,0.5390000000479631,5196,0.0,0,0,0,0,0,0,0,0,-202533664,-402882308,93,5196,11,72,160,131
120,185717,20,3,14,0,17,3,15,51.9947,0.5389999999897555,5161,0.0,0,0,0,0,0,0,0,0,-202534770,-402883033,96,5161,11,72,161,158
121,186872,20,3,16,0,17,3,16,66.6674,0.5464999999967404,5057,0.0,0,0,0,0,0,0,0,0,-202536945,-402884483,96,5057,11,72,161,31
122,188028,20,3,17,0,17,3,17,82.2015,0.5389999999897555,5052,0.0,0,0,0,0,0,0,0,0,-202538032,-402885169,100,5052,10,76,162,178
123,189184,20,3,18,0,17,3,18,99.2295,0.5470000000204891,4896,0.0,0,0,0,0,0,0,0,0,-202539081,-402885856,98,4896,11,72,162,50
124,190340,20,3,19,0,17,3,20,14.8561,0.5469999999622814,4780,0.0,0,0,0,0,0,0,0,0,-202540111,-402886543,98,4780,11,72,162,22
125,191495,20,3,20,0,17,3,21,28.8986,0.5389999999897555,4694,0.0,0,0,0,0,0,0,0,0,-202541122,-402887191,98,4694,11,72,164,114
126,192651,20,3,21,0,17,3,22,44.5253,0.5389999999897555,4587,0.0,0,0,0,0,0,0,0,0,-202542114,-402887840,100,4587,11,72,164,183
127,193807,20,3,22,0,17,3,23,60.6761,0.5390000000479631,4483,0.0,0,0,0,0,0,0,0,0,-202543067,-402888488,98,4483,11,72,163,41
128,194962,20,3,24,0,17,3,24,76.2982,0.5470000000204891,4302,0.0,0,0,0,0,0,0,0,0,-202544937,-402889709,100,4302,11,72,162,42
129,196118,20,3,25,0,17,3,25,91.2251,0.5464999999967404,4289,0.0,0,0,0,0,0,0,0,0,-202545833,-402890319,98,4289,11,72,162,177
