PACKAGE,ELAPSED_TIME,HOUR_GPS,MIN_GPS,SEC_GPS,CENT_GPS,HOUR_PC,MIN_PC,SEC_PC,CENT_PC,VEL_RODA,ROTACAO,TEMP,FLUIDO,AX,AY,AZ,ROLL,PITCH,HEADING,LAT,LON,ALT,VEL_GPS,SAT,HDOP,RSSI,CHECKSUM
8,9000,20,36,36,0,17,36,37,26.5204,918,0.0,0,0,0,0,0,0,0,0,-202399291,-402807197,-17,918,9,161,191,176
9,10000,20,36,37,0,17,36,38,26.7907,1407,0.0,0,0,0,0,0,0,0,0,-202399425,-402807540,-81,1407,9,150,186,75
10,11000,20,36,38,0,17,36,39,26.1299,1483,0.0,0,0,0,0,0,0,0,0,-202399559,-402807846,-163,1483,7,122,186,165
11,12000,20,36,39,0,17,36,40,26.1154,783,0.0,0,0,0,0,0,0,0,0,-202399730,-402807846,-217,783,10,114,191,49
12,13000,20,36,40,0,17,36,41,27.0826,516,0.0,0,0,0,0,0,0,0,0,-202399597,-402807807,-213,516,10,114,190,184
13,14000,20,36,41,0,17,36,42,27.0823,383,0.0,0,0,0,0,0,0,0,0,-202399597,-402807617,-197,383,11,104,186,95
14,15000,20,36,42,0,17,36,43,26.497,488,0.0,0,0,0,0,0,0,0,0,-202399673,-402807464,-210,488,11,104,190,96
15,16000,20,36,43,0,17,36,44,26.4998,242,0.0,0,0,0,0,0,0,0,0,-202399578,-402807426,-180,242,10,104,190,2
16,17000,20,36,44,0,17,36,45,26.4998,183,0.0,0,0,0,0,0,0,0,0,-202399501,-402807388,-148,183,9,104,188,12
17,18000,20,36,45,0,17,36,46,26.5658,129,0.0,0,0,0,0,0,0,0,0,-202399482,-402807350,-125,129,9,94,189,213
18,19000,20,36,46,0,17,36,47,26.566,98,0.0,0,0,0,0,0,0,0,0,-202399463,-402807273,-105,98,9,94,188,250
19,20000,20,36,47,0,17,36,48,26.6963,64,0.0,0,0,0,0,0,0,0,0,-202399444,-402807235,-80,64,10,94,189,247
20,21000,20,36,48,0,17,36,49,26.6962,114,0.0,0,0,0,0,0,0,0,0,-202399444,-402807159,-65,114,11,94,184,165
21,22000,20,36,49,0,17,36,50,26.1714,268,0.0,0,0,0,0,0,0,0,0,-202399463,-402807121,-54,268,11,75,191,211
22,23000,20,36,50,0,17,36,51,26.6305,892,0.0,0,0,0,0,0,0,0,0,-202399597,-402807083,-50,892,9,94,181,89
23,24000,20,36,51,0,17,36,52,26.6283,900,0.0,0,0,0,0,0,0,0,0,-202399787,-402807044,-46,900,10,94,183,196
24,25000,20,36,52,0,17,36,53,26.8546,924,0.0,0,0,0,0,0,0,0,0,-202399940,-402806968,-25,924,10,77,185,154
27,28000,20,36,55,0,17,36,56,26.7101,1489,0.0,0,0,0,0,0,0,0,0,-202400627,-402806625,27,1489,10,77,173,173
28,29000,20,36,56,0,17,36,57,26.5699,1774,0.0,0,0,0,0,0,0,0,0,-202401008,-402806549,49,1774,10,77,173,187
29,30000,20,36,57,0,17,36,58,26.5718,1783,0.0,0,0,0,0,0,0,0,0,-202401428,-402806510,58,1783,10,77,175,70
30,31000,20,36,58,0,17,36,59,26.7333,1964,0.0,0,0,0,0,0,0,0,0,-202401866,-402806510,69,1964,10,77,180,243
31,32000,20,36,59,0,17,37,0,26.7705,2476,0.0,0,0,0,0,0,0,0,0,-202402400,-402806472,78,2476,10,77,188,252
32,33000,20,37,0,0,17,37,1,26.7708,3031,0.0,0,0,0,0,0,0,0,0,-202403106,-402806434,83,3031,11,77,174,111
33,34000,20,37,1,0,17,37,2,26.3683,3033,0.0,0,0,0,0,0,0,0,0,-202403850,-402806396,81,3033,11,77,165,154
35,36000,20,37,3,0,17,37,4,25.6747,3209,0.0,0,0,0,0,0,0,0,0,-202405395,-402806243,86,3209,11,77,172,104
36,37000,20,37,4,0,17,37,5,27.2373,3350,0.0,0,0,0,0,0,0,0,0,-202406215,-402806129,88,3350,11,77,169,175
37,38000,20,37,5,0,17,37,6,27.1021,3585,0.0,0,0,0,0,0,0,0,0,-202407073,-402805976,91,3585,10,77,178,180
38,39000,20,37,6,0,17,37,7,27.0858,3641,0.0,0,0,0,0,0,0,0,0,-202407951,-402805747,90,3641,10,77,174,133
39,40000,20,37,7,0,17,37,8,27.0831,3631,0.0,0,0,0,0,0,0,0,0,-202408828,-402805519,91,3631,10,77,165,212
40,41000,20,37,8,0,17,37,9,27.0821,3592,0.0,0,0,0,0,0,0,0,0,-202409687,-402805252,90,3592,10,77,170,33
41,42000,20,37,9,0,17,37,10,27.1197,3770,0.0,0,0,0,0,0,0,0,0,-202410583,-402804985,93,3770,10,77,171,255
42,43000,20,37,10,0,17,37,11,26.9436,3885,0.0,0,0,0,0,0,0,0,0,-202411499,-402804756,101,3885,10,77,185,42
43,44000,20,37,11,0,17,37,12,26.9413,3778,0.0,0,0,0,0,0,0,0,0,-202412452,-402804603,100,3778,10,77,181,28
44,45000,20,37,12,0,17,37,13,27.2281,3716,0.0,0,0,0,0,0,0,0,0,-202413387,-402804603,101,3716,11,77,189,229
45,46000,20,37,13,0,17,37,14,26.2342,3811,0.0,0,0,0,0,0,0,0,0,-202414302,-402804832,103,3811,10,77,185,22
46,47000,20,37,14,0,17,37,15,26.9612,3837,0.0,0,0,0,0,0,0,0,0,-202415180,-402805175,103,3837,10,77,184,110
47,48000,20,37,15,0,17,37,16,26.98,3885,0.0,0,0,0,0,0,0,0,0,-202416038,-402805671,103,3885,10,77,184,111
48,49000,20,37,16,0,17,37,17,26.9799,3889,0.0,0,0,0,0,0,0,0,0,-202416858,-402806167,101,3889,10,77,183,58
49,50000,20,37,17,0,17,37,18,25.8902,3948,0.0,0,0,0,0,0,0,0,0,-202417697,-402806701,100,3948,10,77,182,58
50,51000,20,37,18,0,17,37,19,26.8643,4018,0.0,0,0,0,0,0,0,0,0,-202418537,-402807273,100,4018,10,77,182,43
51,52000,20,37,19,0,17,37,20,25.8063,4155,0.0,0,0,0,0,0,0,0,0,-202419414,-402807846,101,4155,10,77,182,126
52,53000,20,37,20,0,17,37,21,26.1911,4304,0.0,0,0,0,0,0,0,0,0,-202420310,-402808456,101,4304,10,77,183,174
53,54000,20,37,21,0,17,37,22,26.1909,4431,0.0,0,0,0,0,0,0,0,0,-202421264,-402809028,101,4431,10,77,183,159
54,55000,20,37,22,0,17,37,23,26.2341,4515,0.0,0,0,0,0,0,0,0,0,-202422237,-402809638,103,4515,10,77,179,2
55,56000,20,37,23,0,17,37,24,26.2342,4594,0.0,0,0,0,0,0,0,0,0,-202423229,-402810249,105,4594,10,77,176,71
57,58000,20,37,25,0,17,37,26,26.3751,4661,0.0,0,0,0,0,0,0,0,0,-202425212,-402811470,106,4661,10,77,180,27
58,59000,20,37,26,0,17,37,27,26.9176,4742,0.0,0,0,0,0,0,0,0,0,-202426223,-402812118,106,4742,11,77,182,43
59,60000,20,37,27,0,17,37,28,26.922,4731,0.0,0,0,0,0,0,0,0,0,-202427234,-402812767,106,4731,11,77,183,128
64,65000,20,37,32,0,17,37,33,26.062,4896,0.0,0,0,0,0,0,0,0,0,-202432384,-402816123,101,4896,10,77,179,16
65,66000,20,37,33,0,17,37,34,27.025,4870,0.0,0,0,0,0,0,0,0,0,-202433433,-402816810,101,4870,11,77,178,253
66,67000,20,37,34,0,17,37,35,27.0269,4818,0.0,0,0,0,0,0,0,0,0,-202434463,-402817459,100,4818,11,77,179,235
67,68000,20,37,35,0,17,37,36,27.0271,4707,0.0,0,0,0,0,0,0,0,0,-202435474,-402818145,100,4707,10,77,179,82
68,69000,20,37,36,0,17,37,37,26.9528,4617,0.0,0,0,0,0,0,0,0,0,-202436466,-402818794,98,4617,11,77,179,28
69,70000,20,37,37,0,17,37,38,26.9538,4511,0.0,0,0,0,0,0,0,0,0,-202437438,-402819404,100,4511,11,77,178,1
70,71000,20,37,38,0,17,37,39,25.9862,4446,0.0,0,0,0,0,0,0,0,0,-202438373,-402820053,98,4446,11,77,177,54
71,72000,20,37,39,0,17,37,40,25.9859,4409,0.0,0,0,0,0,0,0,0,0,-202439327,-402820663,98,4409,11,77,177,183
72,73000,20,37,40,0,17,37,41,27.1902,4387,0.0,0,0,0,0,0,0,0,0,-202440242,-402821273,98,4387,11,77,178,126
73,74000,20,37,41,0,17,37,42,27.1896,4344,0.0,0,0,0,0,0,0,0,0,-202441177,-402821884,98,4344,11,87,176,14
74,75000,20,37,42,0,17,37,43,27.1899,4304,0.0,0,0,0,0,0,0,0,0,-202442092,-402822494,98,4304,11,87,177,175
75,76000,20,37,43,0,17,37,44,26.2948,4268,0.0,0,0,0,0,0,0,0,0,-202443008,-402823104,96,4268,10,88,179,88
76,77000,20,37,44,0,17,37,45,27.2158,4265,0.0,0,0,0,0,0,0,0,0,-202443904,-402823677,96,4265,10,88,182,125
77,78000,20,37,45,0,17,37,46,26.8324,4263,0.0,0,0,0,0,0,0,0,0,-202444801,-402824287,96,4263,11,87,183,125
78,79000,20,37,46,0,17,37,47,26.8327,4259,0.0,0,0,0,0,0,0,0,0,-202445697,-402824897,95,4259,11,88,181,124
79,80000,20,37,47,0,17,37,48,26.8288,4285,0.0,0,0,0,0,0,0,0,0,-202446613,-402825469,93,4285,11,88,180,198
80,81000,20,37,48,0,17,37,49,26.8285,4291,0.0,0,0,0,0,0,0,0,0,-202447509,-402826080,93,4291,11,87,179,214
81,82000,20,37,49,0,17,37,50,26.8287,4311,0.0,0,0,0,0,0,0,0,0,-202448406,-402826690,91,4311,11,88,181,2
82,83000,20,37,50,0,17,37,51,26.9712,4328,0.0,0,0,0,0,0,0,0,0,-202449340,-402827301,91,4328,10,88,178,2
83,84000,20,37,51,0,17,37,52,26.9704,4335,0.0,0,0,0,0,0,0,0,0,-202450256,-402827911,91,4335,11,88,178,3
84,85000,20,37,52,0,17,37,53,25.7137,4361,0.0,0,0,0,0,0,0,0,0,-202451171,-402828521,90,4361,11,87,179,43
86,87000,20,37,54,0,17,37,55,26.5746,4417,0.0,0,0,0,0,0,0,0,0,-202453041,-402829742,91,4417,10,87,179,86
87,88000,20,37,55,0,17,37,56,27.0343,4457,0.0,0,0,0,0,0,0,0,0,-202453994,-402830352,91,4457,10,87,178,115
88,89000,20,37,56,0,17,37,57,27.3917,4485,0.0,0,0,0,0,0,0,0,0,-202454948,-402830963,91,4485,9,88,178,118
89,90000,20,37,57,0,17,37,58,26.8491,4505,0.0,0,0,0,0,0,0,0,0,-202455902,-402831611,91,4505,11,88,174,70
90,91000,20,37,58,0,17,37,59,26.849,4541,0.0,0,0,0,0,0,0,0,0,-202456855,-402832260,91,4541,11,88,174,51
105,106000,20,38,13,0,17,38,14,27.099,4272,0.0,0,0,0,0,0,0,0,0,-202471008,-402841529,86,4272,10,88,168,238
106,107000,20,38,14,0,17,38,15,27.1017,4281,0.0,0,0,0,0,0,0,0,0,-202471904,-402842140,86,4281,10,88,166,4
107,108000,20,38,15,0,17,38,16,26.7728,4309,0.0,0,0,0,0,0,0,0,0,-202472839,-402842750,86,4309,10,88,165,27
108,109000,20,38,16,0,17,38,17,26.7731,4352,0.0,0,0,0,0,0,0,0,0,-202473754,-402843360,83,4352,11,97,165,109
109,110000,20,38,17,0,17,38,18,26.8844,4402,0.0,0,0,0,0,0,0,0,0,-202474689,-402843971,83,4402,9,88,168,164
110,111000,20,38,18,0,17,38,19,26.8879,4420,0.0,0,0,0,0,0,0,0,0,-202475643,-402844581,83,4420,11,88,165,150
111,112000,20,38,19,0,17,38,20,26.8878,4431,0.0,0,0,0,0,0,0,0,0,-202476577,-402845191,81,4431,10,97,165,145
112,113000,20,38,20,0,17,38,21,26.8718,4463,0.0,0,0,0,0,0,0,0,0,-202477531,-402845840,80,4463,11,92,168,114
114,115000,20,38,22,0,17,38,23,26.7709,4524,0.0,0,0,0,0,0,0,0,0,-202479457,-402847061,79,4524,10,92,172,110
115,116000,20,38,23,0,17,38,24,26.7713,4529,0.0,0,0,0,0,0,0,0,0,-202480411,-402847709,78,4529,11,92,165,30
116,117000,20,38,24,0,17,38,25,26.725,4589,0.0,0,0,0,0,0,0,0,0,-202481384,-402848358,76,4589,11,92,169,38
117,118000,20,38,25,0,17,38,26,26.979,4615,0.0,0,0,0,0,0,0,0,0,-202482376,-402849006,78,4615,11,87,164,216
118,119000,20,38,26,0,17,38,27,26.9784,4633,0.0,0,0,0,0,0,0,0,0,-202483348,-402849655,78,4633,11,87,165,142
120,121000,20,38,28,0,17,38,29,27.3626,4715,0.0,0,0,0,0,0,0,0,0,-202485351,-402850952,79,4715,11,87,165,29
121,122000,20,38,29,0,17,38,30,27.3418,4748,0.0,0,0,0,0,0,0,0,0,-202486362,-402851638,76,4748,11,87,164,162
122,123000,20,38,30,0,17,38,31,27.0307,4781,0.0,0,0,0,0,0,0,0,0,-202487373,-402852287,75,4781,11,87,165,79
124,125000,20,38,32,0,17,38,33,26.0607,4820,0.0,0,0,0,0,0,0,0,0,-202489414,-402853660,75,4820,11,87,168,21
127,128000,20,38,35,0,17,38,36,27.0812,4850,0.0,0,0,0,0,0,0,0,0,-202492561,-402855567,76,4850,10,88,163,75
128,129000,20,38,36,0,17,38,37,26.0259,4855,0.0,0,0,0,0,0,0,0,0,-202493629,-402856216,79,4855,10,88,165,137
129,130000,20,38,37,0,17,38,38,26.0258,4865,0.0,0,0,0,0,0,0,0,0,-202494678,-402856864,79,4865,10,88,163,230
130,131000,20,38,38,0,17,38,39,27.0067,4881,0.0,0,0,0,0,0,0,0,0,-202495727,-402857513,79,4881,10,88,165,75
131,132000,20,38,39,0,17,38,40,27.0066,4913,0.0,0,0,0,0,0,0,0,0,-202496795,-402858200,79,4913,10,88,162,152
132,133000,20,38,40,0,17,38,41,27.0065,4957,0.0,0,0,0,0,0,0,0,0,-202497844,-402858886,80,4957,11,88,160,18
137,138000,20,38,45,0,17,38,46,27.134,5146,0.0,0,0,0,0,0,0,0,0,-202503242,-402862396,81,5146,10,88,161,69
138,139000,20,38,46,0,17,38,47,27.1362,5168,0.0,0,0,0,0,0,0,0,0,-202504348,-402863121,81,5168,10,88,162,48
143,144000,20,38,51,0,17,38,52,27.0175,5250,0.0,0,0,0,0,0,0,0,0,-202509937,-402866744,85,5250,10,88,164,93
158,159000,20,39,6,0,17,39,7,27.1935,5028,0.0,0,0,0,0,0,0,0,0,-202526340,-402877502,79,5028,10,88,164,204
159,160000,20,39,7,0,17,39,8,27.1954,5039,0.0,0,0,0,0,0,0,0,0,-202527427,-402878189,78,5039,10,88,164,219
160,161000,20,39,8,0,17,39,9,27.3029,5033,0.0,0,0,0,0,0,0,0,0,-202528514,-402878875,80,5033,10,77,165,190
161,162000,20,39,9,0,17,39,10,26.0967,5044,0.0,0,0,0,0,0,0,0,0,-202529582,-402879600,81,5044,10,77,165,187
185,186000,20,39,33,0,17,39,34,26.7311,4957,0.0,0,0,0,0,0,0,0,0,-202555408,-402896575,70,4957,11,74,161,118
210,211000,20,39,58,0,17,39,59,27.2124,3674,0.0,0,0,0,0,0,0,0,0,-202581024,-402913093,103,3674,11,74,161,136
250,251000,20,40,38,0,17,40,39,27.4222,2857,0.0,0,0,0,0,0,0,0,0,-202588806,-402918357,83,2857,11,74,161,212
251,252000,20,40,39,0,17,40,40,27.5418,2857,0.0,0,0,0,0,0,0,0,0,-202589416,-402918777,83,2857,11,74,163,184
255,256000,20,40,43,0,17,40,44,27.8586,2992,0.0,0,0,0,0,0,0,0,0,-202591857,-402920417,80,2992,11,86,165,134
