PACKAGE,ELAPSED_TIME,HOUR_GPS,MIN_GPS,SEC_GPS,CENT_GPS,HOUR_PC,MIN_PC,SEC_PC,CENT_PC,LATENCIA,VEL_RODA,ROTACAO,TEMP,FLUIDO,AX,AY,AZ,ROLL,PITCH,HEADING,LAT,LON,ALT,VEL_GPS,SAT,HDOP,RSSI,CHECKSUM
17,46196,19,20,55,0,16,20,56,13.392,1.070000000006985,4739,0.0,0,0,0,0,0,0,0,0,-202395019,-402767562,392,4739,9,122,163,52
18,48395,19,20,57,0,16,20,58,32.8407,1.054999999993015,3966,0.0,0,0,0,0,0,0,0,0,-202395896,-402765502,382,3966,9,89,161,64
19,50594,19,20,59,0,16,21,0,53.4519,1.0625,3544,0.0,0,0,0,0,0,0,0,0,-202396469,-402763710,374,3544,9,89,161,81
20,52793,19,21,1,0,16,21,2,74.162,1.0785000000032596,3263,0.0,0,0,0,0,0,0,0,0,-202396621,-402762031,370,3263,9,89,160,126
21,54993,19,21,3,0,16,21,4,93.9884,1.0705000000307336,3648,0.0,0,0,0,0,0,0,0,0,-202396011,-402760391,367,3648,9,89,160,247
24,77556,19,21,26,0,16,21,27,48.9595,1.0625,3500,0.0,0,0,0,0,0,0,0,0,-202394256,-402768173,380,3500,9,93,162,209
25,79755,19,21,28,0,16,21,29,68.9437,1.054500000027474,3972,0.0,0,0,0,0,0,0,0,0,-202393493,-402770004,397,3972,9,89,162,5
26,81954,19,21,30,0,16,21,31,89.118,1.0625,4207,0.0,0,0,0,0,0,0,0,0,-202392654,-402771987,400,4207,9,89,164,6
27,84153,19,21,33,0,16,21,34,9.9852,1.0705000000307336,4279,0.0,0,0,0,0,0,0,0,0,-202391223,-402775115,407,4279,9,89,165,153
28,86355,19,21,35,0,16,21,36,30.335,1.0705000000307336,4348,0.0,0,0,0,0,0,0,0,0,-202390232,-402777099,405,4348,9,89,179,226
29,88555,19,21,37,0,16,21,38,49.4725,1.0625,4400,0.0,0,0,0,0,0,0,0,0,-202389411,-402779235,410,4400,9,89,193,204
30,90754,19,21,39,0,16,21,40,70.3409,1.070499999972526,4322,0.0,0,0,0,0,0,0,0,0,-202388725,-402781448,417,4322,9,89,191,219
31,92953,19,21,41,0,16,21,42,89.532,1.0625,4142,0.0,0,0,0,0,0,0,0,0,-202388172,-402783546,427,4142,9,103,207,31
32,95153,19,21,44,0,16,21,45,9.6526,1.070000000006985,3624,0.0,0,0,0,0,0,0,0,0,-202387695,-402786560,422,3624,8,110,190,193
33,97352,19,21,46,0,16,21,47,28.6875,1.070000000006985,3633,0.0,0,0,0,0,0,0,0,0,-202387428,-402788467,407,3633,9,110,193,249
34,99552,19,21,48,0,16,21,49,50.0788,1.0625,3694,0.0,0,0,0,0,0,0,0,0,-202387161,-402790374,405,3694,9,110,188,166
35,101751,19,21,50,0,16,21,51,68.9167,1.0625,4265,0.0,0,0,0,0,0,0,0,0,-202386417,-402792510,399,4265,8,110,183,70
36,103950,19,21,52,0,16,21,53,88.8957,1.0625,4585,0.0,0,0,0,0,0,0,0,0,-202385234,-402794570,400,4585,7,148,170,32
37,106150,19,21,55,0,16,21,56,9.496,1.0625,4818,0.0,0,0,0,0,0,0,0,0,-202383041,-402797584,387,4818,8,148,169,84
38,108349,19,21,57,0,16,21,58,28.6027,1.0625,3879,0.0,0,0,0,0,0,0,0,0,-202381858,-402799530,409,3879,9,95,169,127
39,110548,19,21,59,0,16,22,0,48.8348,1.0625,3468,0.0,0,0,0,0,0,0,0,0,-202381076,-402801170,372,3468,9,89,162,94
40,112749,19,22,1,0,16,22,2,68.7808,1.0625,3759,0.0,0,0,0,0,0,0,0,0,-202381095,-402803077,350,3759,9,89,167,109
41,114949,19,22,3,0,16,22,4,89.0284,1.0625,3805,0.0,0,0,0,0,0,0,0,0,-202382183,-402804641,325,3805,9,89,173,238
42,117149,19,22,5,0,16,22,7,9.8542,1.070000000006985,3637,0.0,0,0,0,0,0,0,0,0,-202383899,-402805404,303,3637,9,89,175,114
43,119349,19,22,8,0,16,22,9,29.2349,1.070000000006985,2214,0.0,0,0,0,0,0,0,0,0,-202386035,-402805747,272,2214,9,89,167,22
44,121548,19,22,10,0,16,22,11,48.4732,1.0625,1548,0.0,0,0,0,0,0,0,0,0,-202386894,-402805862,263,1548,9,89,170,165
45,123761,19,22,12,0,16,22,13,70.0312,1.0625,801,0.0,0,0,0,0,0,0,0,0,-202387428,-402805900,258,801,9,89,164,55
46,125960,19,22,14,0,16,22,15,90.3888,1.0625,42,0.0,0,0,0,0,0,0,0,0,-202387523,-402805900,265,42,9,89,171,141
47,128159,19,22,17,0,16,22,18,10.8018,1.0705000000307336,3,0.0,0,0,0,0,0,0,0,0,-202387542,-402805938,257,3,9,89,170,161
48,130358,19,22,19,0,16,22,20,30.9517,1.0625,1,0.0,0,0,0,0,0,0,0,0,-202387561,-402805938,247,1,9,89,173,34
49,132557,19,22,21,0,16,22,22,49.7937,1.0625,11,0.0,0,0,0,0,0,0,0,0,-202387657,-402806015,222,11,9,89,169,19
50,134758,19,22,23,0,16,22,24,70.0842,1.0625,24,0.0,0,0,0,0,0,0,0,0,-202387714,-402806053,205,24,8,99,169,105
51,136957,19,22,25,0,16,22,26,90.8421,1.070499999972526,14,0.0,0,0,0,0,0,0,0,0,-202387733,-402806053,202,14,8,99,166,225
52,139157,19,22,28,0,16,22,29,9.5138,1.0625,1,0.0,0,0,0,0,0,0,0,0,-202387752,-402806053,200,1,9,99,169,88
53,141355,19,22,30,0,16,22,31,30.6734,1.0705000000307336,9,0.0,0,0,0,0,0,0,0,0,-202387771,-402806053,195,9,9,92,166,235
54,143555,19,22,32,0,16,22,33,50.1945,1.0625,161,0.0,0,0,0,0,0,0,0,0,-202387790,-402806091,188,161,9,89,168,123
55,145754,19,22,34,0,16,22,35,69.6689,1.070499999972526,1374,0.0,0,0,0,0,0,0,0,0,-202388248,-402806129,182,1374,9,89,162,170
56,147954,19,22,36,0,16,22,37,89.5124,1.054500000027474,1857,0.0,0,0,0,0,0,0,0,0,-202389106,-402806205,181,1857,9,89,173,109
57,150153,19,22,38,0,16,22,40,9.1431,1.070000000006985,2227,0.0,0,0,0,0,0,0,0,0,-202390136,-402806205,183,2227,9,89,174,238
58,152353,19,22,41,0,16,22,42,29.0003,1.0625,2518,0.0,0,0,0,0,0,0,0,0,-202391929,-402806243,185,2518,9,89,177,175
59,154552,19,22,43,0,16,22,44,50.0638,1.0625,2787,0.0,0,0,0,0,0,0,0,0,-202393283,-402806243,183,2787,9,89,175,28
60,156751,19,22,45,0,16,22,46,69.783,1.070499999972526,3072,0.0,0,0,0,0,0,0,0,0,-202394790,-402806282,182,3072,9,89,168,235
61,158950,19,22,47,0,16,22,48,89.0129,1.0625,3142,0.0,0,0,0,0,0,0,0,0,-202396335,-402806320,177,3142,9,89,185,223
62,161149,19,22,49,0,16,22,51,8.6579,1.0625,3268,0.0,0,0,0,0,0,0,0,0,-202397956,-402806358,168,3268,9,89,174,243
63,163349,19,22,52,0,16,22,53,30.0583,1.0625,3300,0.0,0,0,0,0,0,0,0,0,-202400417,-402806396,167,3300,9,89,179,11
64,165548,19,22,54,0,16,22,55,49.8934,1.070499999972526,3453,0.0,0,0,0,0,0,0,0,0,-202402133,-402806358,162,3453,9,89,170,71
65,167748,19,22,56,0,16,22,57,70.0109,1.070499999972526,3594,0.0,0,0,0,0,0,0,0,0,-202403907,-402806320,162,3594,9,89,184,56
66,169947,19,22,58,0,16,22,59,89.4325,1.0625,3646,0.0,0,0,0,0,0,0,0,0,-202405719,-402806129,162,3646,9,89,166,231
67,172146,19,23,0,0,16,23,2,9.8432,1.070000000006985,3605,0.0,0,0,0,0,0,0,0,0,-202407474,-402805747,160,3605,9,89,170,153
68,174346,19,23,3,0,16,23,4,29.462,1.0625,3466,0.0,0,0,0,0,0,0,0,0,-202410030,-402805099,158,3466,8,99,181,177
69,176546,19,23,5,0,16,23,6,49.8737,1.070499999972526,3298,0.0,0,0,0,0,0,0,0,0,-202411708,-402804870,158,3298,9,89,186,75
70,178745,19,23,7,0,16,23,8,68.8974,1.0625,3294,0.0,0,0,0,0,0,0,0,0,-202413349,-402804985,161,3294,9,89,191,6
71,180945,19,23,9,0,16,23,10,89.1346,1.070000000006985,3544,0.0,0,0,0,0,0,0,0,0,-202414932,-402805633,163,3544,9,89,178,225
72,183145,19,23,11,0,16,23,13,9.6147,1.070000000006985,3515,0.0,0,0,0,0,0,0,0,0,-202416458,-402806587,163,3515,9,89,167,145
73,185345,19,23,14,0,16,23,15,28.9337,1.070000000006985,3622,0.0,0,0,0,0,0,0,0,0,-202418727,-402808036,158,3622,8,97,180,124
74,187545,19,23,16,0,16,23,17,48.4274,1.0625,3915,0.0,0,0,0,0,0,0,0,0,-202420368,-402808990,158,3915,8,97,178,62
75,189745,19,23,18,0,16,23,19,69.8059,1.070499999972526,4315,0.0,0,0,0,0,0,0,0,0,-202422180,-402810096,156,4315,8,97,171,145
76,191944,19,23,20,0,16,23,21,89.2275,1.0625,4339,0.0,0,0,0,0,0,0,0,0,-202424049,-402811241,155,4339,10,95,169,144
77,194144,19,23,22,0,16,23,24,8.5372,1.070000000006985,4694,0.0,0,0,0,0,0,0,0,0,-202426033,-402812461,153,4694,10,85,166,97
78,196344,19,23,25,0,16,23,26,28.4497,1.054999999993015,4770,0.0,0,0,0,0,0,0,0,0,-202429046,-402814407,150,4770,10,85,174,40
79,198543,19,23,27,0,16,23,28,48.7144,1.0625,5017,0.0,0,0,0,0,0,0,0,0,-202431163,-402815780,148,5017,10,85,175,10
80,200743,19,23,29,0,16,23,30,69.5752,1.0785000000032596,5063,0.0,0,0,0,0,0,0,0,0,-202433319,-402817192,150,5063,10,85,171,14
81,202942,19,23,31,0,16,23,32,89.3749,1.0625,5141,0.0,0,0,0,0,0,0,0,0,-202435493,-402818603,150,5141,10,85,174,63
82,205142,19,23,33,0,16,23,35,8.7212,1.070000000006985,5204,0.0,0,0,0,0,0,0,0,0,-202437705,-402820053,150,5204,10,85,172,5
83,207341,19,23,36,0,16,23,37,28.6339,1.070000000006985,5276,0.0,0,0,0,0,0,0,0,0,-202441062,-402822265,150,5276,10,85,168,96
84,209541,19,23,38,0,16,23,39,48.5869,1.0625,5322,0.0,0,0,0,0,0,0,0,0,-202443332,-402823753,151,5322,10,85,180,164
85,211740,19,23,40,0,16,23,41,69.1943,1.0705000000307336,5309,0.0,0,0,0,0,0,0,0,0,-202445602,-402825241,151,5309,10,85,175,112
86,213940,19,23,42,0,16,23,43,89.4622,1.070000000006985,5305,0.0,0,0,0,0,0,0,0,0,-202447872,-402826766,151,5305,10,85,177,42
87,216140,19,23,44,0,16,23,46,8.7616,1.0625,5278,0.0,0,0,0,0,0,0,0,0,-202450141,-402828216,153,5278,10,85,176,5
88,218339,19,23,47,0,16,23,48,28.8449,1.0625,5130,0.0,0,0,0,0,0,0,0,0,-202453479,-402830429,155,5130,10,85,171,189
89,220538,19,23,49,0,16,23,50,48.7557,1.0625,5120,0.0,0,0,0,0,0,0,0,0,-202455654,-402831878,151,5120,10,85,169,17
90,222738,19,23,51,0,16,23,52,68.0173,1.0705000000307336,5107,0.0,0,0,0,0,0,0,0,0,-202457847,-402833328,150,5107,10,85,170,80
91,224938,19,23,53,0,16,23,54,88.0048,1.0625,5141,0.0,0,0,0,0,0,0,0,0,-202460041,-402834739,151,5141,10,85,171,22
92,227137,19,23,55,0,16,23,57,8.2293,1.054999999993015,5152,0.0,0,0,0,0,0,0,0,0,-202462253,-402836189,153,5152,10,85,170,117
93,229336,19,23,58,0,16,23,59,28.2817,1.070499999972526,5167,0.0,0,0,0,0,0,0,0,0,-202465553,-402838363,155,5167,10,85,173,192
94,231536,19,24,0,0,16,24,1,48.0213,1.0705000000307336,5200,0.0,0,0,0,0,0,0,0,0,-202467765,-402839813,153,5200,10,85,168,13
95,233735,19,24,2,0,16,24,3,68.9244,1.0705000000307336,5233,0.0,0,0,0,0,0,0,0,0,-202469978,-402841300,153,5233,10,85,170,112
96,235935,19,24,4,0,16,24,5,89.0328,1.070000000006985,5241,0.0,0,0,0,0,0,0,0,0,-202472229,-402842750,153,5241,10,85,174,159
97,238134,19,24,6,0,16,24,8,8.2746,1.0625,5230,0.0,0,0,0,0,0,0,0,0,-202474479,-402844200,155,5230,10,85,170,172
98,240334,19,24,9,0,16,24,10,28.0182,1.070499999972526,5213,0.0,0,0,0,0,0,0,0,0,-202477836,-402846374,156,5213,10,85,168,126
99,242533,19,24,11,0,16,24,12,47.8927,1.0705000000307336,5155,0.0,0,0,0,0,0,0,0,0,-202480049,-402847824,156,5155,10,85,172,80
100,244733,19,24,13,0,16,24,14,67.8919,1.0705000000307336,5165,0.0,0,0,0,0,0,0,0,0,-202482242,-402849273,156,5165,10,85,167,191
101,246932,19,24,15,0,16,24,16,88.3554,1.070000000006985,5059,0.0,0,0,0,0,0,0,0,0,-202484416,-402850723,156,5059,10,85,169,85
102,249132,19,24,17,0,16,24,19,8.6202,1.070000000006985,5033,0.0,0,0,0,0,0,0,0,0,-202486572,-402852134,158,5033,10,85,171,201
103,251331,19,24,20,0,16,24,21,27.5694,1.0625,4972,0.0,0,0,0,0,0,0,0,0,-202489776,-402854194,160,4972,10,85,170,80
104,253531,19,24,22,0,16,24,23,48.2722,1.0625,5039,0.0,0,0,0,0,0,0,0,0,-202491912,-402855606,160,5039,10,85,165,144
105,255730,19,24,24,0,16,24,25,67.9768,1.0705000000307336,5096,0.0,0,0,0,0,0,0,0,0,-202494068,-402857017,160,5096,10,85,164,167
106,257929,19,24,26,0,16,24,27,87.7272,1.0625,5150,0.0,0,0,0,0,0,0,0,0,-202496261,-402858467,161,5150,9,95,165,121
107,260130,19,24,28,0,16,24,30,8.547,1.070000000006985,5146,0.0,0,0,0,0,0,0,0,0,-202498474,-402859916,161,5146,10,85,166,177
108,262329,19,24,31,0,16,24,32,27.4586,1.0625,5096,0.0,0,0,0,0,0,0,0,0,-202501754,-402862052,158,5096,10,85,164,175
109,264529,19,24,33,0,16,24,34,48.1943,1.0625,5104,0.0,0,0,0,0,0,0,0,0,-202503929,-402863502,158,5104,10,85,166,44
110,266729,19,24,35,0,16,24,36,67.546,1.0625,5131,0.0,0,0,0,0,0,0,0,0,-202506122,-402864913,156,5131,10,85,161,226
111,268928,19,24,37,0,16,24,38,87.7827,1.070499999972526,5152,0.0,0,0,0,0,0,0,0,0,-202508316,-402866363,158,5152,10,85,165,102
112,271128,19,24,39,0,16,24,41,8.3798,1.077999999979511,5126,0.0,0,0,0,0,0,0,0,0,-202510509,-402867813,160,5126,10,85,163,143
113,273327,19,24,42,0,16,24,43,27.0085,1.054500000027474,5168,0.0,0,0,0,0,0,0,0,0,-202513809,-402869949,161,5168,10,85,166,54
114,275526,19,24,44,0,16,24,45,47.838,1.0705000000307336,5204,0.0,0,0,0,0,0,0,0,0,-202516021,-402871398,160,5204,10,85,165,196
115,277726,19,24,46,0,16,24,47,67.1911,1.0625,5205,0.0,0,0,0,0,0,0,0,0,-202518253,-402872886,156,5205,9,95,161,216
116,279926,19,24,48,0,16,24,49,88.1799,1.070000000006985,5265,0.0,0,0,0,0,0,0,0,0,-202520503,-402874336,158,5265,10,95,165,117
117,282125,19,24,50,0,16,24,52,7.8274,1.0625,5211,0.0,0,0,0,0,0,0,0,0,-202522716,-402875823,160,5211,10,85,166,33
118,284324,19,24,53,0,16,24,54,27.9332,1.070499999972526,5018,0.0,0,0,0,0,0,0,0,0,-202525978,-402877922,158,5018,10,85,166,56
119,286524,19,24,55,0,16,24,56,46.8809,1.0625,5013,0.0,0,0,0,0,0,0,0,0,-202528133,-402879333,160,5013,10,85,167,216
120,288724,19,24,57,0,16,24,58,67.7239,1.0705000000307336,5080,0.0,0,0,0,0,0,0,0,0,-202530288,-402880744,161,5080,10,85,167,7
121,290923,19,24,59,0,16,25,0,87.6771,1.0625,5109,0.0,0,0,0,0,0,0,0,0,-202532463,-402882156,161,5109,10,95,165,220
122,293122,19,25,1,0,16,25,3,6.4273,1.0625,5081,0.0,0,0,0,0,0,0,0,0,-202534637,-402883567,162,5081,10,95,162,255
123,295322,19,25,4,0,16,25,5,26.5793,1.0625,4983,0.0,0,0,0,0,0,0,0,0,-202537860,-402885704,165,4983,10,95,163,220
126,338205,19,25,47,0,16,25,48,15.8842,1.0625,4780,0.0,0,0,0,0,0,0,0,0,-202578697,-402911949,148,4780,10,95,164,124
127,340404,19,25,49,0,16,25,50,35.9387,1.0705000000307336,4770,0.0,0,0,0,0,0,0,0,0,-202580738,-402913284,143,4770,9,95,165,198
